ORGIN_AIPORT_ID,Description,Code.y
13273,"Marietta, GA: Dobbins ARB",NCQ
13274,"Maringa, Brazil: Silvio Name Junior",MGF
13275,"Montgomery, NY: Orange County",MGJ
13276,"Dusseldorf, Germany: Moenchengladbach",MGL
13277,"Montgomery, AL: Montgomery Regional",MGM
13278,"Magangue, Colombia: Magangue Airport",MGN
13279,"Mogadishu, Somalia: Aden Adde International",MGQ
13280,"Moultrie/Thomasville, GA: Moultrie/Thomasville Airport",MGR
13281,"Mangaia, Cook Islands: Mangaia Cook Island",MGS
13282,"Morgantown, WV: Morgantown Municipal-Walter L. Bill Hart Field",MGW
13283,"Dayton, OH: Dayton-Wright Brothers",MGY
13284,"Mahdia, Guyana: Mahdia Airport",MHA
13286,"Mashhad, Iran: Shahid Hashemi Nejad International",MHD
13287,"Mitchell, SD: Mitchell Municipal",MHE
13288,"Mannheim, Germany: Mannheim City",MHG
13289,"Marsh Harbour, The Bahamas: Leonard M Thompson International",MHH
13290,"Manhattan/Ft. Riley, KS: Manhattan Regional",MHK
13291,"Marshall, MO: Marshall Memorial Municipal",MHL
13292,"Minchumina, AK: Minchumina Airport",MHM
13293,"Mount House, Australia: Mount House Airport",MHO
13294,"Mariehamn, Finland: Mariehamn Airport",MHQ
13295,"Sacramento, CA: Sacramento Mather",MHR
13296,"Manchester, NH: Manchester-Boston Regional",MHT
13297,"Mojave, CA: Mojave Air and Space Port",MHV
13299,"Mildenhall, United Kingdom: Mildenhall Airport",MHZ
13300,"Greenville, MI: Greenville Municipal",MI1
13301,"Holland, MI: West Michigan Regional",MI2
13302,"Howell, MI: Livingston County Spencer J. Hardy",MI3
13303,"Miami, FL: Miami International",MIA
13304,"Minot, ND: Minot AFB",MIB
13305,"Minneapolis, MN: Crystal",MIC
13306,"Merida, Mexico: Licenciado Manuel Crescencio Rejon International",MID
13307,"Muncie/Anderson/Newcastle, IN: Delaware County Regional",MIE
13308,"Marilia, Brazil: Marilia Airport",MII
13309,"Mili, Marshall Islands: Mili Airport",MIJ
13310,"Mikkeli, Finland: Mikkeli Airport",MIK
13311,"Milan, Italy: Milan Metropolitan Area",MIL
13312,"Merimbula, Australia: Merimbula Airport",MIM
13313,"Minnipa, Australia: Minnipa Airport",MIN
13314,"Miami, OK: Miami Regional",MIO
13315,"Mitspeh Ramon, Israel: Har Arikha",MIP
13316,"Omaha, NE: Millard",MIQ
13317,"Monastir, Tunisia: Habib Bourguiba International",MIR
13318,"Misima Island, Papua New Guinea: Misima",MIS
13319,"Shafter, CA: Shafter - Minter Field",MIT
13320,"Maiduguri, Nigeria: Maiduguri Airport",MIU
13321,"Millville, NJ: Millville Municipal",MIV
13322,"Marshalltown, IA: Marshalltown Municipal",MIW
13323,"Miriti, Colombia: Miriti Pirana",MIX
13324,"Mainoru, Australia: Mainoru Airport",MIZ
13325,"Manja, Madagascar: Manja Airport",MJA
13326,"Mejit Island, Marshall Islands: Mejit",MJB
13327,"Man, Cote d'Ivoire: Man Airport",MJC
13328,"Moenjodaro, Pakistan: Moenjodaro Airport",MJD
13329,"Mosjoen, Norway: Kjaerstad",MJF
13330,"Mayajigua, Cuba: Mayajigua Airport",MJG
13331,"Mitiga, Libya: Mitiga International",MJI
13332,"Mouila, Gabon: Mouila Airport",MJL
13333,"Mbuji-Mayi, Congo (Kinshasa): Mbuji Mayi",MJM
13334,"Majunga, Madagascar: Philibert Tsiranana",MJN
13335,"Jackson, MN: Jackson Airport",MJQ
13336,"Mytilene, Greece: Mitilini",MJT
13337,"Murcia, Spain: Murcia San Javier",MJV
13338,"Toms River, NJ: Ocean County",MJX
13339,"Mirny, Russia: Mirny Airport",MJZ
13340,"Marianske Lazne, Czech Republic: Marianske Lazne Airport",MKA
13341,"Kansas City, MO: Charles B. Wheeler Downtown",MKC
13342,"Milwaukee, WI: General Mitchell International",MKE
13344,"Muskegon, MI: Muskegon County",MKG
13345,"Obo Mboki, Central African Republic: Obo Mboki Airport",MKI
13346,"Makoua, Congo (Brazaville): Makoua Airport",MKJ
13347,"Hoolehua, HI: Molokai",MKK
13348,"Jackson, TN: McKellar-Sipes Regional",MKL
13349,"Mukah, Malaysia: Mukah Airport",MKM
13350,"Muskogee, OK: Muskogee Davis Regional",MKO
13351,"Makemo, French Polynesia: Makemo Airport",MKP
13352,"Meekatharra, Australia: Meekatharra Airport",MKR
13353,"Mekane Selam, Ethiopia: Mekane Selam Airport",MKS
13354,"Mankato, MN: Mankato Regional",MKT
13355,"Makokou, Gabon: Makokou Airport",MKU
13356,"Manokwari, Indonesia: Rendani",MKW
13357,"Mackay, Australia: Mackay Airport",MKY
13358,"Malacca, Malaysia: Malacca Airport",MKZ
13359,"Malta, Malta: Luqa International",MLA
13360,"Melbourne, FL: Melbourne International",MLB
13361,"McAlester, OK: McAlester Regional",MLC
13362,"Malad City, ID: Malad City Airport",MLD
13363,"Male, Maldives: Velana International",MLE
13364,"Milford, UT: Milford Municipal/Ben and Judy Briscoe Field",MLF
13365,"Malang, Indonesia: Abdul Rachman Saleh",MLG
13366,"Mulhouse, France: EuroAirport",BSL
13366,"Mulhouse, France: EuroAirport",MLH
13367,"Moline, IL: Quad City International",MLI
13368,"Malta, MT: Malta Airport",MLK
13369,"Marshall, AK: Marshall Don Hunter Sr.",MLL
13370,"Morelia, Mexico: General Francisco J. Mujica International",MLM
13371,"Melilla, Spain: Melilla Airport",MLN
13372,"Milos, Greece: Milos Airport",MLO
13373,"Malabang, Philippines: Malabang Airport",MLP
13374,"Malalaua, Papua New Guinea: Malalaua Airport",MLQ
13375,"Miles City, MT: Frank Wiley Field",MLS
13376,"Millinocket, ME: Millinocket Municipal",MLT
13377,"Monroe, LA: Monroe Regional",MLU
13378,"Merluna, Australia: Merluna Airport",MLV
13379,"Monrovia, Liberia: Monrovia Spriggs Payne",MLW
13380,"Malatya, Turkey: Malatya Airport",MLX
13381,"Manley Hot Springs, AK: Manley Hot Springs Airport",MLY
13382,"Melo, Uruguay: Melo Airport",MLZ
13383,"Malmo, Sweden: Malmo Metropolitan Area",MMA
13384,"Memanbetsu, Japan: Memanbetsu Airport",MMB
13385,"Ciudad Mante, Mexico: Cuauhtemoc",MMC
13386,"Minami Daito, Japan: Minami Daito Airport",MMD
13387,"Darlington, United Kingdom: Durham Tees Valley",MME
13388,"Mammoth Lakes, CA: Mammoth Lakes Airport",MMH
13389,"Athens, TN: McMinn County",MMI
13390,"Matsumoto, Japan: Matsumoto Airport",MMJ
13391,"Murmansk, Russia: Murmansk Airport",MMK
13392,"Marshall, MN: Southwest Minnesota Regional-Marshall/Ryan Field",MML
13393,"Middlemount, Australia: Middlemount Airport",MMM
13394,"Stow, MA: Minute Man Air Field",MMN
13395,"Mompos, Colombia: Mompos Airport",MMP
13396,"Mbala, Zambia: Mbala Airport",MMQ
13397,"Columbia, SC: McEntire Jngb",MMT
13398,"Morristown, NJ: Morristown Municipal",MMU
13399,"Malmo, Sweden: Malmo Airport",MMX
13400,"Miyakojima, Japan: Miyako",MMY
13401,"Fosston, MN: Fosston Municipal Anderson Field",MN1
13402,"Moose Lake, MN: Moose Lake Carlton County",MN2
13403,"Ortonville, MN: Ortonville Municipal-Martinson Field",MN3
13404,"Moanda, Congo (Kinshasa): Muanda",MNB
13405,"Nacala, Mozambique: Nacala International",MNC
13406,"Montserrat, Montserrat: John A Osborne",MNI
13407,"Maiana, Kiribati: Maiana Airport",MNK
13408,"Manila, Philippines: Ninoy Aquino International",MNL
13409,"Marinette, MI: Menominee Regional",MNM
13410,"Marion, OH: Marion Municipal",MNN
13411,"Manono, Congo (Kinshasa): Manono Airport",MNO
13413,"Mongu, Zambia: Mongu Airport",MNR
13414,"Mansa, Zambia: Mansa Airport",MNS
13415,"Minto, AK: Minto Al Wright",MNT
13416,"Mawlamyine, Burma: Mawlamyine Airport",MNU
13417,"Manicore, Brazil: Manicore Airport",MNX
13418,"Manassas, VA: Manassas Regional/Harry P. Davis Field",MNZ
13419,"Mosby, MO: Midwest National Air Center",MO1
13420,"Washington, MO: Washington Regional",MO2
13421,"Moa, Cuba: Orestes Acosta",MOA
13422,"Mobile, AL: Mobile Regional",MOB
13423,"Montes Claros, Brazil: Mario Ribeiro",MOC
13424,"Modesto, CA: Modesto City-County-Harry Sham Field",MOD
13425,"Mong Hsat, Burma: Mong Hsat Airport",MOG
13426,"Molde, Norway: Aro",MOL
13427,"Moudjeria, Mauritania: Moudjeria Ledfotar",MOM
13428,"Mount Cook, New Zealand: Mount Cook Airport",MON
13429,"Mount Pleasant, MI: Mount Pleasant Municipal",MOP
13430,"Morondava, Madagascar: Morondava Airport",MOQ
13431,"Morristown, TN: Moore-Murrell",MOR
13432,"Moses Point, AK: Moses Point Airport",MOS
13433,"Minot, ND: Minot International",MOT
13434,"Mountain Village, AK: Mountain Village Airport",MOU
13435,"Moscow, Russia: Moscow Metropolitan Area",MOW
13437,"Monterrey, Colombia: Monterrey Airport",MOY
13438,"Moorea Island, French Polynesia: Temae",MOZ
13439,"Miami, FL: Watson Island International",MPB
13440,"Montpelier, ID: Montpelier Airport",ID2
13441,"Morrilton, AR: Petit Jean Park",MPJ
13442,"Mokpo, South Korea: Mokpo Airport",MPK
13443,"Montpellier, France: Montpellier Mediterranee",MPL
13444,"Maputo, Mozambique: Maputo Airport",MPM
13445,"Mount Pleasant, Falkland Islands (Islas Malvinas): Mount Pleasant Airport",MPN
13446,"Mt. Pocono, PA: Pocono Mountains Municipal",MPO
13447,"McPherson, KS: McPherson Airport",MPR
13448,"Mount Pleasant, TX: Mount Pleasant Municipal",MPS
13449,"Maliana, Timor-Leste: Maliana Airport",MPT
13450,"Montpelier/Barre, VT: Edward F Knapp State",MPV
13451,"Miyanmin, Papua New Guinea: Miyanmin Airport",MPX
13452,"Macomb, IL: Macomb Municipal",MQB
13453,"Indianapolis, IN: Indianapolis Regional",MQJ
13454,"Mildura, Australia: Mildura Airport",MQL
13455,"Mo I Rana, Norway: Rossvoll",MQN
13456,"Nelspruit, South Africa: Kruger Mpumalanga International",MQP
13457,"Moundou, Chad: Moundou Airport",MQQ
13458,"Mustique, Saint Vincent and the Grenadines: Mustique Airport",MQS
13459,"Marquette, MI: Sawyer International",MQT
13460,"Mek'ele, Ethiopia: Mek'ele Airport",MQX
13461,"Smyrna, TN: Smyrna Airport",MQY
13462,"Misurata, Libya: Misrata International",MRA
13463,"Martinsburg, WV: Eastern WV Regional/Shepherd Field",MRB
13464,"Columbia, TN: Maury County",MRC
13465,"Merida, Venezuela: Alberto Carnevalli",MRD
13466,"Morehead City, NC: Beaufort Morehead City",MRH
13467,"Anchorage, AK: Merrill Field",MRI
13469,"Marco Island, FL: Marco Island Executive",MRK
13470,"Morganton, NC: Morganton Lenoir",MRN
13471,"Grand Case, Saint Martin: Grand Case Airport",CCE
13472,"Marseille, France: Marseille Provence",MRS
13473,"Mauritius Island, Mauritius: Sir Seewoosagur Ramgoolam International",MRU
13474,"Mineralnyye Vody, Russia: Mineralnyye Vody Airport",MRV
13475,"Margarita Island, Venezuela: Del Caribe International",MRX
13476,"Monterey, CA: Monterey Regional",MRY
13477,"Moree, Australia: Moree Airport",MRZ
13478,"Grenada, MS: Grenada Municipal",MS1
13479,"Muskrat Dam, Canada: Muskrat Dam Airport",MSA
13480,"Mesa, AZ: Falcon Field",MSC
13481,"Manston, United Kingdom: Manston Airport",MSE
13482,"Masirah, Oman: Masirah Airport",MSH
13483,"Misawa, Japan: Misawa AB",MSJ
13484,"Muscle Shoals, AL: Northwest Alabama Regional",MSL
13485,"Madison, WI: Dane County Regional-Truax Field",MSN
13486,"Missoula, MT: Missoula International",MSO
13487,"Minneapolis, MN: Minneapolis-St Paul International",MSP
13488,"Minsk, Belarus: Minsk 2",MSQ
13490,"Massena, NY: Massena International-Richards Field",MSS
13491,"Maastricht, Netherlands: Maastricht Aachen",MST
13492,"Maseru, Lesotho: Moshoeshoe I International",MSU
13493,"Monticello, NY: Sullivan County International",MSV
13494,"Massawa, Eritrea: Massawa International",MSW
13495,"New Orleans, LA: Louis Armstrong New Orleans International",MSY
13496,"Namibe, Angola: Yuri Gagarin",MSZ
13497,"Colstrip, MT: Colstrip Airport",MT1
13498,"Mt. Clemens, MI: Selfridge Angb",MTC
13499,"Mt. Sandford, Australia: Mount Sanford Station",MTD
13500,"Monte Alegre, Brazil: Monte Alegre Airport",MTE
13501,"Marathon, FL: The Florida Keys Marathon International",MTH
13502,"Montrose/Delta, CO: Montrose Regional",MTJ
13503,"Maitland, Australia: Maitland Airport",MTL
13504,"Metlakatla, AK: Metlakatala",MTM
13505,"Baltimore, MD: Martin State",MTN
13506,"Mattoon/Charleston, IL: Coles County Memorial",MTO
13507,"Montauk Point, NY: Sky Portal",MTP
13508,"Monteria, Colombia: Los Garzones",MTR
13509,"Manzini, Swaziland: Matsapha",MTS
13510,"Minatitlan, Mexico: Minatitlan Airport",MTT
13511,"Mota Lava, Vanuatu: Mota Lava Airport",MTV
13512,"Manitowoc, WI: Manitowoc County",MTW
13513,"Fairbanks, AK: Metro Field",MTX
13514,"Monterrey, Mexico: General Mariano Escobedo International",MTY
13515,"Masada, Israel: Israel Bar Yehuda",MTZ
13516,"Munda, Solomon Islands: Munda Airport",MUA
13517,"Maun, Botswana: Maun Airport",MUB
13518,"Munich, Germany: Muenchen",MUC
13520,"Kamuela, HI: Waimea-Kohala",MUE
13521,"Mulege, Mexico: Mulege Airport",MUG
13522,"Mersa Matruh, Egypt: Mersa Matruh Airport",MUH
13523,"Moultrie, GA: Spence",MUL
13524,"Maturin, Venezuela: Jose Tadeo Monagas International",MUN
13525,"Mountain Home, ID: Mountain Home AFB",MUO
13526,"Marudi, Malaysia: Marudi Airport",MUR
13527,"Muscatine, IA: Muscatine Municipal",MUT
13528,"Multan, Pakistan: Multan International",MUX
13530,"Musoma, Tanzania: Musoma Airport",MUZ
13531,"Mvengue, Gabon: Mvengue Airport",MVB
13532,"Montevideo, Uruguay: Carrasco International",MVD
13533,"Mossoro, Brazil: Dixsept Rosado",MVF
13534,"Mandeville, Jamaica: Marlboro",MVJ
13535,"Morrisville, VT: Morrisville Stowe State",MVL
13536,"Kayenta, AZ: Kayenta Airport",MVM
13537,"Mount Vernon, IL: Mount Vernon Airport",MVN
13539,"Maroua, Cameroon: Salak",MVR
13540,"Burlington/Mount Vernon, WA: Skagit Regional",MVW
13541,"Martha's Vineyard, MA: Martha's Vineyard Airport",MVY
13543,"Marion/Herrin, IL: Veterans Airport of Southern Illinois",MWA
13544,"Milwaukee, WI: Lawrence J Timmerman",MWC
13545,"Mianwali, Pakistan: Mianwali Airport",MWD
13546,"Moses Lake, WA: Grant County International",MWH
13547,"Mineral Wells, TX: Mineral Wells Regional",MWL
13548,"Windom, MN: Windom Municipal",MWM
13549,"Middletown, OH: Middletown Regional/Hook Field",MWO
13550,"Magwe, Burma: Magway",MWQ
13551,"Mwanza, Tanzania: Mwanza Airport",MWZ
13552,"Masamba, Indonesia: Andi Jemma",MXB
13553,"Monticello, UT: Monticello Airport",MXC
13554,"Maxton, NC: Laurinburg-Maxton",MXE
13555,"Montgomery, AL: Maxwell AFB",MXF
13556,"Marlboro, MA: Marlboro Airport",MXG
13557,"Moro, Papua New Guinea: Moro Airport",MXH
13558,"Minna, Nigeria: Minna Airport",MXJ
13559,"Mexicali, Mexico: General Rodolfo Sanchez Taboada International",MXL
13560,"Milan, Italy: Malpensa",MXP
13561,"Maota, Samoa: Maota Airport",MXS
13562,"Maintirano, Madagascar: Maintirano Airport",MXT
13563,"Mora, Sweden: Mora Airport",MXX
13564,"McCarthy, AK: McCarthy Airport",MXY
13565,"Moruya, Australia: Moruya Airport",MYA
13566,"Mayumba, Gabon: Mayumba Airport",MYB
13567,"Maracay, Venezuela: Maracay Airport",MYC
13568,"Malindi, Kenya: Malindi Airport",MYD
13569,"Miyake Jima, Japan: Miyake Jima Airport",MYE
13570,"San Diego, CA: Montgomery Gibbs Executive",MYF
13571,"Mayaguana, The Bahamas: Mayaguana Airport",MYG
13572,"Marble Canyon, AZ: Cliff Dwellers",MYH
13573,"Matsuyama, Japan: Matsuyama Airport",MYJ
13574,"May Creek, AK: May Creek Airport",MYK
13575,"McCall, ID: McCall Municipal",MYL
13576,"Mary, Turkmenistan: Mary Airport",MYP
13577,"Myrtle Beach, SC: Myrtle Beach International",MYR
13578,"Myitkyina, Burma: Myitkyina Airport",MYT
13579,"Mekoryuk, AK: Mekoryuk Airport",MYU
13580,"Marysville, CA: Yuba County",MYV
13581,"Mtwara, Tanzania: Mtwara Airport",MYW
13582,"Miri, Malaysia: Miri Airport",MYY
13584,"Mocimboa Da Praia, Mozambique: Mocimboa Da Praia Airport",MZB
13585,"Makung, Taiwan: Ma Kung AB",MZG
13586,"Mopti, Mali: Ambodedjo",MZI
13587,"Marana, AZ: Pinal Airpark",MZJ
13588,"Marakei, Kiribati: Marakei Airport",MZK
13589,"Manizales, Colombia: La Nubia",MZL
13590,"Metz, France: Metz-Nancy Metz-Frescaty",MZM
13591,"Minj, Papua New Guinea: Minj Airport",MZN
13592,"Manzanillo, Cuba: Sierra Maestra International",MZO
13593,"Mazar-I-Sherif, Afghanistan: Mawlana Jalaluddin Muhammad Balkhi",MZR
13594,"Mazatlan, Mexico: General Rafael Buelna International",MZT
13595,"Marion, IN: Marion Municipal",MZZ
13596,"Pottstown, PA: Pottstown Municipal",N47
13597,"Robbinsville, NJ: Trenton-Robbinsville",N87
13598,"Narrabri, Australia: Narrabri Airport","NAA"
13599,"North Adams, MA: Harriman-and-West","NAD"
13600,"Nagpur, India: Dr. Baba Saheb Ambedkar International","NAG"
13601,"Nakhon Ratchasima, Thailand: Nakhon Ratchasima Airport","NAK"
13602,"Nadi, Fiji: Nadi International","NAN"
13603,"Nanchong, China: Nanchong Airport","NAO"
13604,"Naples, Italy: Capodichino","NAP"
13605,"Nassau, The Bahamas: Lynden Pindling International","NAS"
13606,"Natal, Brazil: Augusto Severo","NAT"
13607,"Napuka Islnd, French Polynesia: Napuka","NAU"
13609,"Star Harbour, Solomon Islands: Nana","NAZ"
13610,"Nambaiyufa, Papua New Guinea: Nambaiyufa Airport",NBA
13611,"Naberevnye Chelny, Russia: Begishevo",NBC
13612,"New Orleans, LA: New Orleans NAS JRB",NBG
13613,"Newburgh, NY: Newburgh Airport",NBJ
13614,"Bangkok, Thailand: Suvarnabhumi International",BKK
13616,"Nairobi, Kenya: Nairobi Jomo Kenyatta International",NBO
13617,"Glenview, IL: Glenview NAS",NBU
13618,"Guantanamo, Cuba: Guantanamo Bay NS",NBW
13619,"Gastonia, NC: Gastonia Municipal",NC1
13620,"Smithfield, NC: Johnston Regional",NC2
13621,"Shelby, NC: Shelby-Cleveland County Regional",NC3
13622,"Currituck, NC: Currituck County Regional",NC4
13623,"Kenansville, NC: Duplin County",NC5
13624,"North Caicos, Turks and Caicos Islands: North Caicos International",NCA
13625,"Nice, France: Nice Cote D Azur",NCE
13626,"Nachingwea, Tanzania: Nachingwea Airport",NCH
13627,"Necocli, Colombia: Necocli Airport",NCI
13628,"Newcastle, United Kingdom: Newcastle Airport",NCL
13629,"Chenega, AK: Chenega Bay",NCN
13630,"North Kingstown, RI: Quonset State Air Reserve National Guard Helipad",NCO
13631,"Subic Bay, Philippines: Cubi Point NAS",NCP
13632,"Marietta, GA: Dobbins ARB",MGE
13632,"Marietta, GA: Dobbins ARB",NCQ
13633,"Newcastle, South Africa: Newcastle Airport",NCS
13634,"Nicoya, Costa Rica: Miguel Angel Castillo Zumbado",NCT
13635,"Nukus, Uzbekistan: Nukus Airport",NCU
13636,"Annecy, France: Annecy Meythet",NCY
13637,"Kindred, ND: Robert Odegaard Field",ND1
13638,"Nouadhibou, Mauritania: Nouadhibou Airport",NDB
13639,"Nanded, India: Nanded Airport",NDC
13641,"Ndjamena, Chad: Hassan Djamous",NDJ
13642,"Ndele, Central African Republic: Ndele Airport",NDL
13643,"Nador, Morocco: El Aroui International",NDR
13644,"Cuxhaven, Germany: Nordholz-Spieka",NDZ
13645,"Gothenburg, NE: Gothenburg Municipal",NE1
13646,"Blair, NE: Blair Municipal",NE2
13647,"Brunswick, GA: Glynco NAS",NEA
13648,"Negril, Jamaica: Negril Airport",NEG
13650,"Lakehurst, NJ: Lakehurst/Maxfield Field",NEL
13651,"Neryungri, Russia: Neryungri Airport",NER
13652,"New Bight, The Bahamas: New Bight Airport",CAT
13652,"New Bight, The Bahamas: New Bight Airport",NET
13653,"Sam Neua, Laos: Samneua",NEU
13654,"Nevis, Saint Kitts and Nevis: Vance Winkworth Amory",NEV
13655,"New Orleans, LA: Lakefront",NEW
13656,"Fallon, NV: Fallon NAS",NFL
13657,"Young, Australia: Young Airport",NGA
13658,"Ningbo, China: Lishe",NGB
13659,"Grand Canyon, AZ: North Rim",NGC
13660,"Anegada, British Virgin Islands: Auguste George",NGD
13661,"N'Gaoundere, Cameroon: N'Gaoundere Airport",NGE
13662,"Kaneohe, HI: Kaneohe Bay MCAS",NGF
13663,"Guam, TT: Agana NAS",NGM
13664,"Nagoya, Japan: Nagoya Airport",NKM
13665,"Corpus Christi, TX: Corpus Christi NAS",NGP
13666,"Nagasaki, Japan: Nagasaki Airport",NGS
13667,"Norfolk, VA: Norfolk NS",NGU
13668,"Alameda, CA: Alameda NAS",NGZ
13669,"Nha-Trang, Vietnam: Nha Trang",NHA
13670,"Dubai, United Arab Emirates: Minhad AB",NHD
13671,"Patuxent River, MD: Patuxent River NAS",NHK
13672,"Northolt, United Kingdom: RAF Northolt",NHT
13673,"Nuku Hiva, French Polynesia: Nuku Hiva Fr.Poly.",NHV
13674,"Brunswick, ME: Brunswick Executive",NHZ
13675,"Nimba, Liberia: Nimba Airport",NIA
13676,"Nikolai, AK: Nikolai Airport",NIB
13677,"Nicosia, Cyprus: Nicosia Airport",NIC
13678,"Niblack, AK: Niblack Airport",NIE
13679,"Nikunau, Kiribati: Nikunau Airport",NIG
13680,"Niamey, Niger: Diori Hamani",NIM
13681,"Ninilchik, AK: Ninilchik Airport",NIN
13682,"Jacksonville, FL: Jacksonville NAS",NIP
13683,"Niort, France: Niort Airport",NIT
13684,"Nioro, Mali: Nioro Airport",NIX
13685,"Berlin, NJ: Camden County",NJ1
13686,"West Creek, NJ: Eagles Nest",NJ2
13687,"Atsugi, Japan: Atsugi NAF",NJA
13688,"Nizhnevartovsk, Russia: Nizhnevartovsk Airport",NJC
13689,"El Centro, CA: El Centro NAF",NJK
13690,"Nkan, Gabon: Nkan Airport",NKA
13691,"Nouakchott, Mauritania: Nouakchott Airport",NKC
13692,"Nanjing, China: Lukou",NKG
13693,"Naukiti, AK: Naukiti Airport",NKI
13694,"Nagoya, Japan: Chubu Centrair International",NGO
13695,"Nankina, Papua New Guinea: Nankina Airport",NKN
13696,"Nkongsamba, Cameroon: Nkongsamba Airport",NKS
13697,"Cherry Point, NC: Cherry Point MCAS",N1C
13698,"Nichen Cove, AK: Nichin Cove Seaplane Base",NKV
13699,"Diego Garcia, British Indian Ocean Territory: Diego Garcia Nsf",NKW
13700,"San Diego, CA: Miramar MCAS",NKX
13701,"Ndola, Zambia: Ndola Airport",NLA
13702,"Lemoore, CA: Lemoore NAS",NLC
13703,"Nuevo Laredo, Mexico: Quetzalcoatl International",NLD
13704,"Nelson Lagoon, AK: Nelson Lagoon Airport",NLG
13705,"Norfolk Island, Australia: Norfolk Island Airport",NLK
13706,"Kinshasa, Congo (Kinshasa): N'Dolo",NLO
13707,"Nelspruit, South Africa: Nelspruit Airport",NLP
13708,"Nicholson, Australia: Nicholson Station",NLS
13709,"Norman's Cay, The Bahamas: Norman's Cay Airport",NMC
13710,"Nightmute, AK: Nightmute Airport",NME
13711,"San Miguel, Panama: San Miguel Airport",NMG
13712,"Kenitra, Morocco: Kenitra Airport",NNA
13713,"Nanning, China: Wuxu",NNG
13714,"Naknek, AK: Naknek Airport",NNK
13715,"Nondalton, AK: Nondalton Airport",NNL
13716,"Nanuque, Brazil: Nanuque Airport",NNU
13717,"Nanyang, China: Nanyang East",NNY
13718,"Nowra, Australia: Nowra Airport",NOA
13719,"Connaught, Ireland: Ireland West Airport Knock",NOC
13720,"Nogales, Mexico: Nogales International",NOG
13721,"Nonouti, Kiribati: Nonouti Airport",NON
13722,"Mactan Island, Philippines: Nab",NOP
13723,"Nordfjordur, Iceland: Nordfjordur Airport",NOR
13724,"Nossi-Be, Madagascar: Fascene",NOS
13725,"Novato, CA: Gnoss Field",NOT
13726,"Noumea, New Caledonia: Noumea La Tontouta",NOU
13727,"Huambo, Angola: Huambo Airport",NOV
13728,"Pensacola, FL: Pensacola NAS",NPA
13729,"Napier, New Zealand: Napier Airport",NPE
13730,"New Plymouth, New Zealand: New Plymouth Airport",NPL
13731,"Newport, RI: Newport State",NPT
13732,"Millington, TN: Millington Memphis",NQA
13733,"Kingsville, TX: Kingsville NAS",NQI
13734,"Neuquen, Argentina: Presidente Peron",NQN
13736,"Key West, FL: Key West NAS",NQX
13737,"Newquay, United Kingdom: Newquay Airport",NQY
13738,"Narrandera, Australia: Narrandera Airport",NRA
13739,"Mayport, FL: Mayport NS",NRB
13740,"Afton, OK: Grand Lake Regional",NRI
13741,"Norrkoping, Sweden: Kungsangen",NRK
13742,"North Ronaldsay, United Kingdom: North Ronaldsay Airport",NRL
13743,"Ceiba, PR: Roosevelt Roads NAS",NRR
13744,"Tokyo, Japan: Narita International",NRT
13745,"Noosa, Australia: Noosa Aust.",NSA
13746,"Bimini, The Bahamas: North Seaplane Base",NSB
13747,"Milton, FL: Whiting Field NAS North",NSE
13748,"Camp Springs, MD: Joint Base Andrews",ADW
13748,"Camp Springs, MD: Joint Base Andrews",NSF
13749,"Yaounde, Cameroon: Yaounde Nsimalen",NSI
13750,"Titusville, FL: NASA Shuttle Landing Facility",1FL
13751,"Nelson, New Zealand: Nelson Airport",NSN
13752,"Scone, Australia: Scone Airport",NSO
13753,"Nakhon Si Thammarat, Thailand: Nakhon Si Thammarat Airport",NST
13754,"Sigonella, Italy: Sigonella Airport",NSY
13755,"Snap Lake, Canada: Snap Lake Mine/Debeers",NT1
13756,"Port Hueneme, CA: Point Mugu NAS",NTD
13757,"Nantes, France: Nantes Atlantique",NTE
13758,"Newcastle, Australia: Williamtown",NTL
13759,"Normanton, Australia: Normanton Airport",NTN
13760,"Santo Antao, Cape Verde: Santo Antao Airport",NTO
13761,"Wajima, Japan: Noto",NTQ
13762,"Monterrey, Mexico: Del Norte International",NTR
13763,"Oceana, VA: Oceana NAS",NTU
13764,"Sun City, South Africa: Pilanesberg International",NTY
13765,"Nuremberg, Germany: Nuernberg",NUE
13766,"Nuguria, Papua New Guinea: Nuguria Airport",NUG
13767,"Nuiqsut, AK: Nuiqsut Airport",NUI
13768,"Nulato, AK: Nulato Airport",NUL
13769,"Pensacola, FL: Saufley Field NOLF",NUN
13770,"Nunapitchuk, AK: Nunapitchuk Airport",NUP
13771,"Mountain View, CA: Moffett Federal Airfield",NUQ
13772,"Whidbey Island, WA: Whidbey Island NAS",NUW
13773,"Overton, NV: Perkins Field",NV1
13774,"Neiva, Colombia: Benito Salas",NVA
13775,"Nevada, MO: Nevada Municipal",NVD
13776,"Narvik, Norway: Narvik Airport",NVK
13777,"Navegantes, Brazil: Ministro Victor Konder International",NVT
13778,"Norwich, United Kingdom: Norwich Airport",NWI
13780,"Willow Grove, PA: Willow Grove NAS JRB",NXX
13781,"Kingston, NY: Kingston Ulster",NY1
13782,"Fulton, NY: Oswego County",NY2
13783,"Oneonta, NY: F and F Airpark Inc",NA
13784,"New York, NY: New York City Metropolitan Area",NYC
13785,"Yuma, AZ: Yuma MCAS/Yuma International",NYL
13785,"Yuma, AZ: Yuma MCAS/Yuma International",YUM
